Group,Component,Category,Sequence ID,Test Case Type,Pairwise Config Profile,Pairwise Auto Generate Sub Test Case,Test Automation Configuration - Test Sets,Test Case ID,External Test Case ID,Name,Description,Sub Test Case Parameter,Owner,Subsystem Solution,Priority,Test Type,Test Level,Status,Automation,Test Environment,Test Procedures,Step Expected Result,Pre-Condition,Post-Condition,Execution Time,Test Script ID,Operating Systems,Platforms,RTM ID,Portfolio,Add Tags,Item Type,Project,Api ID,Ssh Wrapper Configuration - Ssh Wrapper Steps,
,,,,,,,,LIN_MEDIA-FGST_MSDK_Transcoding-M-VC1_004,,VC1 transcoding to MJPEG,,--desktop=$desktop --video_id GSTMSDK_Transcode_VC1_MJPEG --type msdk_transcode --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/Foreman_320x240_5frames.wmv ! asfdemux ! vc1parse ! msdkvc1dec ! msdkmjpegenc ! jpegparse ! avimux ! filesink location= /tmp/Foreman_320x240_5frames_transcoded_jpeg.avi
2. gst-launch-1.0 filesrc location= /tmp/Foreman_320x240_5frames_transcoded_jpeg.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_Transcoding-M-MJPEG_001,,MJPEG transcoding to H264,,--desktop=$desktop --video_id GSTMSDK_Transcode_MJPEG_H264 --type msdk_transcode --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/Puppies_320x240_5frames.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkh264enc low-power=1 rate-control=cqp ! h264parse ! h264parse ! qtmux ! filesink location= /tmp/Puppies_320x240_5frames_transcoded_h264.mp4
2. gst-launch-1.0 filesrc location= /tmp/Puppies_320x240_5frames_transcoded_h264.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_Transcoding-M-MJPEG_002,,MJPEG transcoding to H265_8bit,,--desktop=$desktop --video_id GSTMSDK_Transcode_MJPEG_H265 --type msdk_transcode --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/Puppies_320x240_5frames.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkh265enc low-power=1 ! h265parse ! matroskamux ! filesink location= /tmp/Puppies_320x240_5frames_transcoded_h265.mkv
2. gst-launch-1.0 filesrc location= /tmp/Puppies_320x240_5frames_transcoded_h265.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_Transcoding-M-MJPEG_003,,MJPEG transcoding to H265_10bit,,--desktop=$desktop --video_id GSTMSDK_Transcode_MJPEG_H265_10bit --type msdk_transcode_10bit --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/Puppies_320x240_5frames.avi ! avidemux ! msdkmjpegdec ! msdkh265enc low-power=1 ! video/x-h265,profile=main-10 ! h265parse ! matroskamux ! filesink location= /tmp/Puppies_320x240_5frames_transcoded_h265-10bit.mkv
2.gst-launch-1.0 filesrc location= /tmp/Puppies_320x240_5frames_transcoded_h265-10bit.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_Transcoding-M-MJPEG_004,,MJPEG transcoding to MJPEG,,--desktop=$desktop --video_id GSTMSDK_Transcode_MJPEG_MJPEG --type msdk_transcode --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/Puppies_320x240_5frames.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkmjpegenc ! jpegparse ! avimux ! filesink location= /tmp/Puppies_320x240_5frames_transcoded_jpeg.avi
2. gst-launch-1.0 filesrc location= /tmp/Puppies_320x240_5frames_transcoded_jpeg.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_Transcoding-M-H264_Multi_001,,H264 multi transcoding to H264 + H265 + MJPEG,,,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location= /media/H264_Videos/Puppies_1920x1080_40mbps_30fps_Main_at_L4.1.mp4 ! qtdemux ! h264parse ! msdkh264dec ! tee name=t ! msdkh264enc low-power=1 ! h264parse ! h264parse ! qtmux ! filesink location= /tmp/Puppies_1920x1080_multi-transcoded_h264.mp4 t. ! msdkh265enc low-power=1 ! h265parse ! matroskamux ! filesink location=/tmp/Puppies_1920x1080_multi-transcoded_h265.mkv t. ! msdkmjpegenc ! jpegparse ! avimux! filesink location=/tmp/Puppies_1920x1080_multi-transcoded_jpeg.avi
2. gst-launch-1.0 filesrc location= /tmp/Puppies_1920x1080_multi-transcoded_h264.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
3. gst-launch-1.0 filesrc location= /tmp/Puppies_1920x1080_multi-transcoded_h265.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
4. gst-launch-1.0 filesrc location= /tmp/Puppies_1920x1080_multi-transcoded_jpeg.avi ! avidemux ! jpegparse ! msdkmjpegdec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H265-UYVY-VME,M,,No,Test Set 14,LIN_MEDIA-FGST_MSDK_ENC_H265-UYVY-VME-M,,GST MSDK Encoding H265 UYVY VME,To validate the fixed function hardware accelerated H.265 video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_UYVY.yuv num-buffers=300 ! videoparse width=640 height=480 format=uyvy ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-UYVY-VME-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-UYVY-VME-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 14,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-UYVY-VME-M-001,,"H265 UYVY-VME Encoding - Format: H265, Width: 640, Height: 480, 8 bit",,--video_id GSTMSDK_ENC-H265-UYVY-VME-001 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_UYVY.yuv num-buffers=300 ! videoparse width=640 height=480 format=uyvy ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-UYVY-VME-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-UYVY-VME-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939282,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-UYVY-VME-M-002,,"H265 UYVY-VME Encoding - Format: H265, Width: 800, Height: 600, 8 bit",,--video_id GSTMSDK_ENC-H265-UYVY-VME-002 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_06a_800x600_UYVY.yuv num-buffers=300 ! videoparse width=800 height=600 format=uyvy ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-UYVY-VME-002_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-UYVY-VME-002_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939282,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-UYVY-VME-M-003,,"H265 UYVY-VME Encoding - Format: H265, Width: 1280, Height: 720, 8 bit",,--video_id GSTMSDK_ENC-H265-UYVY-VME-003 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/Suzie_1280x720_UYVY.yuv num-buffers=300 ! videoparse width=1280 height=720 format=uyvy ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-UYVY-VME-003_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-UYVY-VME-003_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939282,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-UYVY-VME-M-004,,"H265 UYVY-VME Encoding - Format: H265, Width: 1920, Height: 1080, 8 bit",,--video_id GSTMSDK_ENC-H265-UYVY-VME-004 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_12_1920x1080_UYVY.yuv num-buffers=300 ! videoparse width=1920 height=1080 format=uyvy ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-UYVY-VME-004_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-UYVY-VME-004_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939282,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H265-AYUV-VDENC,M,,No,Test Set 15,LIN_MEDIA-FGST_MSDK_ENC_H265-AYUV-VDENC-M,,GST MSDK Encoding H265 AYUV VDENC,To validate the fixed function hardware accelerated H.265 video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_AYUV.yuv num-buffers=300 ! videoparse width=640 height=480 format=vuya ! msdkh265enc low-power=1 ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 15,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-AYUV-VDENC-M-001,,"H265 AYUV-VDENC Encoding - Format: H265, Width: 640, Height: 480, 8 bit",,--video_id GSTMSDK_ENC-H265-AYUV-VDENC-001 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_AYUV.yuv num-buffers=300 ! videoparse width=640 height=480 format=vuya ! msdkh265enc low-power=1 ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939286,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-AYUV-VDENC-M-002,,"H265 AYUV-VDENC Encoding - Format: H265, Width: 800, Height: 600, 8 bit",,--video_id GSTMSDK_ENC-H265-AYUV-VDENC-002 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_06a_800x600_AYUV.yuv num-buffers=300 ! videoparse width=800 height=600 format=vuya ! msdkh265enc low-power=1 ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-002_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-002_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939286,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-AYUV-VDENC-M-003,,"H265 AYUV-VDENC Encoding - Format: H265, Width: 1280, Height: 720, 8 bit",,--video_id GSTMSDK_ENC-H265-AYUV-VDENC-003 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/Suzie_1280x720_AYUV.yuv num-buffers=300 ! videoparse width=1280 height=720 format=vuya ! msdkh265enc low-power=1 ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-003_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-003_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939286,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-AYUV-VDENC-M-004,,"H265 AYUV-VDENC Encoding - Format: H265, Width: 1920, Height: 1080, 8 bit",,--video_id GSTMSDK_ENC-H265-AYUV-VDENC-004 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_12_1920x1080_AYUV.yuv num-buffers=300 ! videoparse width=1920 height=1080 format=vuya ! msdkh265enc low-power=1 ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-004_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-AYUV-VDENC-004_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,"939286, 940568",,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H265-10bit-P010-VME,M,,No,Test Set 16,LIN_MEDIA-FGST_MSDK_ENC_H265-10bit-P010-VME-M,,GST MSDK Encoding H265 10bit P010 VME,To validate the fixed function hardware accelerated H.265 video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_P010.yuv num-buffers=300 ! videoparse width=640 height=480 format=p010-10le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 16,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-10bit-P010-VME-M-001,,"H265 10bit-P010-VME Encoding - Format: H265, Width: 640, Height: 480, 10 bit",,--video_id GSTMSDK_ENC-H265-10bit-P010-VME-001 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_03_640x480_P010.yuv num-buffers=300 ! videoparse width=640 height=480 format=p010-10le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-001_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-001_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939287,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-10bit-P010-VME-M-002,,"H265 10bit-P010-VME Encoding - Format: H265, Width: 800, Height: 600, 10 bit",,--video_id GSTMSDK_ENC-H265-10bit-P010-VME-002 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_06a_800x600_P010.yuv num-buffers=300 ! videoparse width=800 height=600 format=p010-10le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-002_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-002_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939287,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-10bit-P010-VME-M-003,,"H265 10bit-P010-VME Encoding - Format: H265, Width: 1280, Height: 720, 10 bit",,--video_id GSTMSDK_ENC-H265-10bit-P010-VME-003 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/Suzie_1280x720_P010.yuv num-buffers=300 ! videoparse width=1280 height=720 format=p010-10le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-003_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-003_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939287,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265-10bit-P010-VME-M-004,,"H265 10bit-P010-VME Encoding - Format: H265, Width: 1920, Height: 1080, 10 bit",,--video_id GSTMSDK_ENC-H265-10bit-P010-VME-004 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. gst-launch-1.0 filesrc location=/media/RAWS/test_12_1920x1080_P010.yuv num-buffers=300 ! videoparse width=1920 height=1080 format=p010-10le ! msdkh265enc ! h265parse ! filesink location=/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-004_output.h265
2. gst-launch-1.0 filesrc location =/tmp/GSTMSDK_ENC-H265-10bit-P010-VME-004_output.h265 ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939287,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
